,Recency,Frequency,Monetory,Cluster
3056,74,16,10769.0,6
3057,361,22,37853.0,1
3058,8,11,46376.0,0
3059,15,86,172300.0,0
3060,26,86,75908.0,0
3061,9,4,115056.0,0
3062,21,3,11112.0,0
3063,298,13,39173.0,1
3064,373,13,31095.0,1
3065,22,168,119251.0,0
3066,20,35,109779.0,0
3067,11,113,196078.0,0
3068,31,6,12046.0,0
3069,17,17,20097.0,0
3070,10,42,61942.0,0
3071,28,12,23637.0,0
3072,14,157,133424.0,0
3073,2,298,1138448.0,2
3074,5,195,1611744.0,2
3075,173,15,34920.0,6
3076,82,14,27954.0,6
3077,4,17,35499.0,0
3078,14,30,55492.0,0
3079,12,77,168003.0,0
3080,145,1,54144.0,6
3081,10,181,130082.0,0
3082,6,31,81238.0,0
3083,111,56,67087.0,6
3084,4,45,166627.0,0
3085,54,5,13588.0,0
3086,173,3,36648.0,6
3087,261,26,99651.0,1
3088,9,981,531891.0,2
3089,14,261,306174.0,0
3090,11,32,133577.0,0
3091,16,17,47281.0,0
3092,17,86,789349.0,0
3093,4,74,81662.0,0
3094,9,17,36701.0,0
3095,10,207,422307.0,0
3096,26,11,34969.0,0
3097,1,474,1097886.0,2
3098,27,58,105616.0,0
3099,7,31,65615.0,0
3100,54,19,134462.0,0
3101,365,3,18035.0,1
3102,20,19,77492.0,0
3103,19,35,116957.0,0
3104,4,5,17489.0,0
3105,12,133,461206.0,0
3106,4,106,181384.0,0
3107,12,58,124323.0,0
3108,85,46,84483.0,6
3109,81,28,61960.0,6
3110,369,1,-3336.0,1
3111,14,11,13166.0,0
3112,115,6,42924.0,6
3113,403,14,28602.0,1
3114,82,31,105300.0,6
3115,16,8,51949.0,0
3116,234,13,27140.0,1
3117,43,33,60393.0,0
3118,10,10,23100.0,0
3119,5,222,551080.0,0
3120,44,27,38760.0,0
3121,81,53,21308.0,6
3122,10,85,54245.0,0
3123,21,12,30020.0,0
3124,5,7,19356.0,0
3125,108,11,18162.0,6
3126,5,62,136385.0,0
3127,50,30,32543.0,0
3128,9,32,65501.0,0
3129,11,34,71675.0,0
3130,9,173,461643.0,0
3131,15,280,667322.0,2
3132,106,6,10530.0,6
3133,14,11,14447.0,0
3134,9,66,146993.0,0
3135,71,30,77773.0,0
3136,14,26,63119.0,0
3137,20,33,69203.0,0
3138,236,5,21501.0,1
3139,9,97,321352.0,0
3140,138,16,25428.0,6
3141,6,9,23410.0,0
3142,15,29,97077.0,0
3143,77,5,15204.0,6
3144,81,48,109831.0,6
3145,17,23,41551.0,0
3146,1,184,567483.0,0
3147,83,20,39419.0,6
3148,9,119,282697.0,0
3149,11,64,70407.0,0
3150,20,153,341703.0,0
3151,45,9,25108.0,0
3152,9,72,153936.0,0
3153,24,95,228186.0,0
3154,9,52,140722.0,0
3155,113,12,33334.0,6
3156,5,35,93204.0,0
3157,16,27,64363.0,0
3158,15,62,124130.0,0
3159,173,14,29753.0,6
3160,50,21,38324.0,0
3161,81,24,70388.0,6
3162,15,123,839645.0,0
3163,40,76,151704.0,0
3164,44,31,73748.0,0
3165,9,261,507784.0,2
3166,27,80,1344984.0,0
3167,24,208,159914.0,0
3168,373,8,13708.0,1
3169,228,2,8688.0,1
3170,20,16,157439.0,0
3171,363,9,17591.0,1
3172,20,32,23720.0,0
3173,10,53,71747.0,0
3174,15,20,49638.0,0
3175,24,158,185962.0,0
3176,9,262,532160.0,2
3177,32,6,195229.0,0
3178,3,117,955219.0,0
3179,11,98,41568.0,0
3180,9,92,184540.0,0
3181,3,168,425005.0,0
3182,403,3,14783.0,1
3183,50,10,23316.0,0
3184,77,44,246345.0,6
3185,5,30,154140.0,0
3186,5,269,8102167.0,5
3187,10,62,49312.0,0
3188,11,588,410836.0,2
3189,2,62,165181.0,0
3190,82,15,54200.0,6
3191,51,13,27336.0,0
3192,351,1,875.0,1
3193,10,60,60477.0,0
3194,15,10,73116.0,0
3195,242,21,12778.0,1
3196,138,4,143160.0,6
3197,9,312,700452.0,2
3198,13,153,878911.0,0
3199,2,284,1680015.0,2
3200,9,123,65414.0,0
3201,50,27,80616.0,0
3202,16,79,341161.0,0
3203,15,402,344984.0,2
3204,4,22,209357.0,0
3205,11,446,449622.0,2
3206,10,632,895957.0,2
3207,76,93,148807.0,6
3208,81,19,63310.0,6
3209,79,2,93600.0,6
3210,9,236,401539.0,0
3211,370,45,87845.0,1
3212,20,203,240432.0,0
3213,27,27,24018.0,0
3214,264,37,36747.0,1
3215,10,228,702806.0,2
3216,92,43,72472.0,6
3217,18,151,89756.0,0
3218,27,185,191539.0,0
3219,365,46,35727.0,1
3220,50,269,140091.0,0
3221,13,665,1016457.0,2
3222,53,84,121040.0,0
3223,9,28,79455.0,0
3224,53,53,86255.0,0
3225,11,128,303434.0,0
3226,58,1,51552.0,0
3227,307,1,501.0,1
3228,176,16,37501.0,6
3229,52,2,-4064.0,0
3230,9,193,323177.0,0
3231,9,242,170453.0,0
3232,11,358,1034416.0,2
3233,5,452,895567.0,2
3234,9,45,110847.0,0
3235,9,69,201032.0,0
3236,42,95,73890.0,0
3237,9,24,142053.0,0
3238,434,9,23431.0,1
3239,59,34,33918.0,0
3240,115,176,209496.0,6
3241,15,13,30532.0,0
3242,262,7,16365.0,1
3243,10,22,48816.0,0
3244,8,43,105703.0,0
3245,11,13,48581.0,0
3246,20,89,177858.0,0
3247,188,24,80236.0,6
3248,4,718,338555.0,2
3249,299,1,3552.0,1
3250,17,34,145894.0,0
3251,9,222,777635.0,2
3252,50,58,54933.0,0
3253,264,40,41932.0,1
3254,58,146,97166.0,0
3255,9,254,296617.0,0
3256,58,26,26400.0,0
3257,10,49,81944.0,0
3258,43,158,190347.0,0
3259,10,76,50889.0,0
3260,81,50,25911.0,6
3261,47,16,34442.0,0
3262,3,344,1318131.0,2
3263,72,60,56899.0,0
3264,368,19,34600.0,1
3265,9,197,258588.0,0
3266,22,3,12000.0,0
3267,12,154,75000.0,0
3268,130,5,9998.0,6
3269,4,95,202509.0,0
3270,9,321,208505.0,2
3271,17,12,13624.0,0
3272,58,16,29688.0,0
3273,2,286,168258.0,0
3274,366,66,54287.0,1
3275,11,18,39270.0,0
3276,20,164,146478.0,0
3277,17,121,103676.0,0
3278,10,24,48005.0,0
3279,24,60,66257.0,0
3280,174,98,69302.0,6
3281,15,102,95733.0,0
3282,15,67,150294.0,0
3283,17,23,40258.0,0
3284,24,150,123997.0,0
3285,75,16,34632.0,6
3286,5,28,79425.0,0
3287,361,15,52538.0,1
3288,11,449,256988.0,2
3289,13,324,785712.0,2
3290,109,28,56544.0,6
3291,4,95,183875.0,0
3292,11,191,435138.0,0
3293,11,26,59751.0,0
3294,198,38,42323.0,6
3295,20,26,60878.0,0
3296,14,28,111816.0,0
3297,52,22,40409.0,0
3298,113,7,15182.0,6
3299,13,11,23474.0,0
3300,39,23,45546.0,0
3301,14,12,21842.0,0
3302,2,47,134791.0,0
3303,198,24,60636.0,6
3304,134,10,21583.0,6
3305,70,11,33315.0,6
3306,9,166,396518.0,0
3307,200,26,68983.0,6
3308,9,293,2009637.0,2
3309,9,116,282177.0,0
3310,13,64,156323.0,0
3311,10,379,1527232.0,2
3312,53,11,25652.0,0
3313,51,12,23600.0,0
3314,53,14,39716.0,0
3315,105,8,13967.0,6
3316,19,19,42776.0,0
3317,8,20,46294.0,0
3318,130,9,17285.0,6
3319,25,19,39303.0,0
3320,23,2,4170.0,0
3321,369,13,38147.0,1
3322,111,72,84744.0,6
3323,10,7,23336.0,0
3324,9,28,70264.0,0
3325,43,11,24230.0,0
3326,23,129,105856.0,0
3327,11,139,339755.0,0
3328,75,7,93775.0,6
3329,5,289,907588.0,2
3330,10,123,252607.0,0
3331,13,159,108853.0,0
3332,26,6,-198.0,0
3333,9,178,190440.0,0
3334,71,1,46200.0,6
3335,10,39,96178.0,0
3336,14,38,32996.0,0
3337,9,26,58859.0,0
3338,20,101,56705.0,0
3339,9,37,26010.0,0
3340,16,135,204321.0,0
3341,2,203,95517.0,0
3342,2,101,60981.0,0
3343,367,45,17894.0,1
3344,10,69,27245.0,0
3345,109,44,24198.0,6
3346,27,163,59773.0,0
3347,8,125,155659.0,0
3348,10,79,127019.0,0
3349,117,44,203120.0,6
3350,9,60,48181.0,0
3351,5,709,486006.0,2
3352,6,209,381673.0,0
3353,16,93,72422.0,0
3354,9,151,111196.0,0
3355,10,19,48252.0,0
3356,5,547,196963.0,2
3357,9,104,304155.0,0
3358,261,8,14310.0,1
3359,9,38,29666.0,0
3360,16,57,69155.0,0
3361,24,143,81403.0,0
3362,17,9,50104.0,0
3363,10,130,136356.0,0
3364,13,327,330978.0,2
3365,10,60,24330.0,0
3366,10,694,844961.0,2
3367,10,89,98257.0,0
3368,373,14,24747.0,1
3369,47,6,67238.0,0
3370,11,212,382340.0,0
3371,4,77,177644.0,0
3372,10,54,54681.0,0
3373,6,898,623311.0,2
3374,54,53,20798.0,0
3375,2,49,65348.0,0
3376,55,62,115947.0,0
3377,26,57,36216.0,0
3378,18,240,241304.0,0
3379,53,305,420668.0,2
3380,9,283,231432.0,0
3381,212,33,89272.0,6
3382,9,249,579088.0,2
3383,236,21,52890.0,1
3384,142,19,155020.0,6
3385,4,60,168952.0,0
3386,12,42,148561.0,0
3387,18,87,188035.0,0
3388,111,16,21431.0,6
3389,32,1,2650.0,0
3390,3,54,267687.0,0
3391,14,26,59790.0,0
3392,21,18,35299.0,0
3393,47,16,52214.0,0
3394,88,7,14875.0,6
3395,10,100,64915.0,0
3396,117,14,27795.0,6
3397,44,7,12983.0,0
3398,168,25,29149.0,6
3399,21,30,305937.0,0
3400,14,21,48144.0,0
3401,6,31,59862.0,0
3402,44,42,103922.0,0
3403,39,41,39507.0,0
3404,270,2,30496.0,1
3405,81,39,42687.0,6
3406,5,91,221484.0,0
3407,138,87,150642.0,6
3408,10,22,46490.0,0
3409,11,149,257501.0,0
3410,42,418,566469.0,2
3411,20,121,646880.0,0
3412,31,2,9570.0,0
3413,4,129,184826.0,0
3414,6,7,15299.0,0
3415,24,12,186771.0,0
3416,45,1,22500.0,0
3417,9,95,199562.0,0
3418,464,1,-209.0,1
3419,9,41,173896.0,0
3420,109,12,89960.0,6
3421,109,5,30502.0,6
3422,26,23,67781.0,0
3423,1,169,497679.0,0
3424,15,50,184459.0,0
3425,11,44,189031.0,0
3426,7,44,93684.0,0
3427,13,53,121262.0,0
3428,21,12,27146.0,0
3429,9,15,39090.0,0
3430,9,75,70221.0,0
3431,9,217,285553.0,0
3432,3,268,1178144.0,2
3433,50,16,100138.0,0
3434,20,234,168209.0,0
3435,9,7,11220.0,0
3436,41,3,10495.0,0
3437,10,9,48318.0,0
3438,105,4,21551.0,6
3439,78,155,107156.0,0
3440,117,2,86000.0,6
3441,10,11,19982.0,0
3442,13,22,50075.0,0
3443,15,28,129116.0,0
3444,20,32,92461.0,0
3445,18,32,47553.0,0
3446,83,77,157102.0,6
3447,9,22,12923.0,0
3448,143,15,51732.0,6
3449,27,71,164007.0,0
3450,4,98,155405.0,0
3451,9,102,231136.0,0
3452,29,10,106861.0,0
3453,74,22,40584.0,6
3454,13,22,88420.0,0
3455,86,65,137379.0,6
3456,17,48,112915.0,0
3457,3,322,685748.0,2
3458,11,316,409514.0,2
3459,136,43,33570.0,6
3460,9,92,54930.0,0
3461,42,14,54197.0,0
3462,9,84,178362.0,0
3463,82,62,150427.0,6
3464,9,516,409403.0,2
3465,269,5,37026.0,1
3466,45,101,586469.0,0
3467,109,70,77554.0,6
3468,22,82,179507.0,0
3469,14,62,99205.0,0
3470,10,296,557246.0,2
3471,9,154,341424.0,0
3472,115,64,38214.0,6
3473,9,148,297606.0,0
3474,20,173,182424.0,0
3475,20,80,97267.0,0
3476,17,25,98993.0,0
3477,9,27,73894.0,0
3478,82,2,14148.0,6
3479,24,9,36288.0,0
3480,26,64,33075.0,0
3481,9,81,242570.0,0
3482,18,52,175036.0,0
3483,9,162,371588.0,0
3484,12,189,195212.0,0
3485,8,96,302762.0,0
3486,9,115,242485.0,0
3487,7,64,251172.0,0
3488,3,198,472820.0,0
3489,12,125,235181.0,0
3490,323,15,35190.0,1
3491,23,76,160559.0,0
3492,20,52,115732.0,0
3493,3,213,117519.0,0
3494,20,65,140644.0,0
3495,30,42,201536.0,0
3496,271,1,2738.0,1
3497,13,90,99140.0,0
3498,9,418,1332668.0,2
3499,9,121,115892.0,0
3500,166,12,18428.0,6
3501,50,30,36735.0,0
3502,6,135,86081.0,0
3503,38,43,99121.0,0
3504,200,9,15066.0,6
3505,262,10,21850.0,1
3506,8,38,79790.0,0
3507,234,18,38565.0,1
3508,121,7,18804.0,6
3509,74,9,47700.0,6
3510,14,32,36552.0,0
3511,51,40,39776.0,0
3512,13,262,133701.0,0
3513,19,14,19762.0,0
3514,6,134,293614.0,0
3515,20,26,515344.0,0
3516,116,24,46824.0,6
3517,9,52,168425.0,0
3518,17,24,45886.0,0
3519,10,487,1300356.0,2
3520,16,20,56833.0,0
3521,241,15,62909.0,1
3522,2,48,113009.0,0
3523,115,35,85561.0,6
3524,23,85,214375.0,0
3525,53,9,16358.0,0
3526,167,15,181988.0,6
3527,25,14,25998.0,0
3528,81,23,58420.0,6
3529,20,20,34831.0,0
3530,174,15,37943.0,6
3531,9,67,170044.0,0
3532,22,102,211636.0,0
3533,9,229,486928.0,0
3534,9,105,216049.0,0
3535,22,5,32736.0,0
3536,9,145,326262.0,0
3537,78,10,20484.0,6
3538,204,14,22741.0,6
3539,14,60,109401.0,0
3540,231,16,35107.0,1
3541,81,15,47256.0,6
3542,6,87,437988.0,0
3543,76,4,8702.0,6
3544,50,64,183392.0,0
3545,203,15,39004.0,6
3546,179,80,83655.0,6
3547,57,131,106491.0,0
3548,58,23,29149.0,0
3549,8,76,392347.0,0
3550,10,2,22600.0,0
3551,168,10,27817.0,6
3552,18,88,307280.0,0
3553,111,61,48965.0,6
3554,59,19,52570.0,0
3555,9,237,269897.0,0
3556,50,35,238296.0,0
3557,361,25,30140.0,1
3558,9,29,110989.0,0
3559,25,96,89330.0,0
3560,54,40,46031.0,0
3561,9,152,504079.0,0
3562,174,67,158830.0,6
3563,54,13,74236.0,0
3564,54,7,25752.0,0
3565,28,213,293358.0,0
3566,169,4,31215.0,6
3567,50,164,328479.0,0
3568,10,104,111590.0,0
3569,236,9,12143.0,1
3570,5,274,242206.0,0
3571,9,25,16032.0,0
3572,12,472,416700.0,2
3573,8,63,47719.0,0
3574,10,28,41781.0,0
3575,18,48,44056.0,0
3576,18,21,63759.0,0
3577,10,47,137124.0,0
3578,10,208,263630.0,0
3579,11,47,40371.0,0
3580,18,72,440139.0,0
3581,10,546,402877.0,2
3582,3,36,52623.0,0
3583,9,25,24284.0,0
3584,14,14,17463.0,0
3585,26,29,65579.0,0
3586,16,105,111717.0,0
3587,23,19,36692.0,0
3588,4,566,466060.0,2
3589,79,16,45349.0,6
3590,111,40,142926.0,6
3591,2,406,1031921.0,2
3592,54,31,125059.0,0
3593,205,9,20019.0,6
3594,20,55,34357.0,0
3595,12,69,41853.0,0
3596,4,57,47807.0,0
3597,363,39,34116.0,1
3598,14,87,47392.0,0
3599,20,18,19687.0,0
3600,5,112,41254.0,0
3601,50,78,39523.0,0
3602,79,16,34358.0,6
3603,149,124,81337.0,6
3604,56,12,142033.0,0
3605,209,23,8141.0,6
3606,142,127,75707.0,6
3607,3,80,39213.0,0
3608,12,38,41086.0,0
3609,112,6,119844.0,6
3610,50,116,303973.0,0
3611,9,27,15744.0,0
3612,198,69,127709.0,6
3613,244,15,33496.0,1
3614,61,9,23043.0,0
3615,103,94,294747.0,6
3616,10,294,232421.0,0
3617,22,45,21571.0,0
3618,27,124,131400.0,0
3619,20,142,205509.0,0
3620,9,112,119828.0,0
3621,4,102,75445.0,0
3622,309,1,59112.0,1
3623,9,135,249529.0,0
3624,9,69,71118.0,0
3625,20,51,16299.0,0
3626,102,30,70278.0,6
3627,11,57,103398.0,0
3628,22,66,27758.0,0
3629,9,81,138731.0,0
3630,362,53,31581.0,1
3631,20,69,1352873.0,0
3632,41,12,9806.0,0
3633,81,55,186949.0,6
3634,43,14,75499.0,0
3635,9,28,308328.0,0
3636,9,136,357826.0,0
3637,2,484,832207.0,2
3638,11,11,279774.0,0
3639,72,73,152076.0,0
3640,10,107,87225.0,0
3641,10,203,132306.0,0
3642,22,50,142258.0,0
3643,17,6,11706.0,0
3644,20,33,60680.0,0
3645,23,6,39746.0,0
3646,128,1,18272.0,6
3647,87,28,64371.0,6
3648,48,12,45270.0,0
3649,16,547,257748.0,2
3650,20,754,821263.0,2
3651,11,9,32916.0,0
3652,9,423,1519226.0,2
3653,13,183,101195.0,0
3654,357,17,21336.0,1
3655,50,32,19825.0,0
3656,11,87,71763.0,0
3657,4,503,336696.0,2
3658,88,1,41688.0,6
3659,9,215,188645.0,0
3660,180,9,21123.0,6
3661,38,72,153223.0,0
3662,9,27,65398.0,0
3663,104,8,242700.0,6
3664,51,16,201487.0,0
3665,48,19,27652.0,0
3666,25,45,46280.0,0
3667,18,59,46656.0,0
3668,20,15,24518.0,0
3669,14,132,74115.0,0
3670,14,29,55733.0,0
3671,79,35,43280.0,6
3672,1,414,580780.0,2
3673,19,467,724558.0,2
3674,239,34,22543.0,1
3675,19,126,193097.0,0
3676,11,33,68102.0,0
3677,20,87,48715.0,0
3678,10,253,170867.0,0
3679,50,57,82826.0,0
3680,15,28,52202.0,0
3681,79,71,55669.0,6
3682,48,24,25873.0,0
3683,9,418,506161.0,2
3684,20,83,74134.0,0
3685,10,105,2807583.0,2
3686,10,2,6640.0,0
3687,5,51,26550.0,0
3688,20,15,38752.0,0
3689,20,47,36876.0,0
3690,38,27,262856.0,0
3691,9,78,105270.0,0
3692,73,15,164928.0,6
3693,3,220,3332232.0,2
3694,174,3,57024.0,6
3695,48,61,63483.0,0
3696,15,4,22803.0,0
3697,40,25,689718.0,0
3698,23,92,82670.0,0
3699,115,38,79589.0,6
3700,12,213,273980.0,0
3701,14,58,302485.0,0
3702,9,33,33556.0,0
3703,7,191,4443946.0,2
3704,2,94,134008.0,0
3705,19,115,257443.0,0
3706,196,2,3423.0,6
3707,46,13,81568.0,0
3708,9,64,151807.0,0
3709,22,43,94706.0,0
3710,4,66,161808.0,0
3711,44,6,141440.0,0
3712,81,14,55861.0,6
3713,9,271,903847.0,2
3714,50,30,61055.0,0
3715,10,208,514265.0,0
3716,51,30,72000.0,0
3717,11,135,302325.0,0
3718,15,28,82829.0,0
3719,10,43,98938.0,0
3720,6,272,667964.0,2
3721,81,2,13378.0,6
3722,5,343,2172891.0,2
3723,12,42,78809.0,0
3724,9,14,32542.0,0
3725,109,43,56539.0,6
3726,20,48,49338.0,0
3727,89,54,40925.0,6
3728,3,138,324271.0,0
3729,3,9,26970.0,0
3730,107,19,43257.0,6
3731,16,8,20344.0,0
3732,9,140,286388.0,0
3733,13,134,348584.0,0
3734,18,9,21642.0,0
3735,81,36,77671.0,6
3736,3,278,305324.0,0
3737,9,263,7545149.0,5
3738,2,107,224308.0,0
3739,10,19,62926.0,0
3740,136,61,63296.0,6
3741,204,8,15650.0,6
3742,366,17,34814.0,1
3743,12,19,216890.0,0
3744,20,54,40327.0,0
3745,10,111,91128.0,0
3746,41,37,54634.0,0
3747,9,111,116949.0,0
3748,10,28,76640.0,0
3749,20,219,246053.0,0
3750,13,9,46897.0,0
3751,20,41,95431.0,0
3752,20,5,15756.0,0
3753,13,90,222551.0,0
3754,12,78,202938.0,0
3755,44,181,95263.0,0
3756,81,14,30130.0,6
3757,81,31,70260.0,6
3758,4,83,179777.0,0
3759,10,21,50163.0,0
3760,264,24,49484.0,1
3761,59,29,56580.0,0
3762,1,85,248262.0,0
3763,2,110,453591.0,0
3764,16,12,46069.0,0
3765,39,27,62453.0,0
3766,359,10,31214.0,1
3767,81,17,42378.0,6
3768,231,40,92281.0,1
3769,26,5,114734.0,0
3770,45,18,36953.0,0
3771,9,28,88424.0,0
3772,3,38,79670.0,0
3773,15,140,353237.0,0
3774,43,52,145928.0,0
3775,81,16,37124.0,6
3776,18,88,76044.0,0
3777,17,22,53444.0,0
3778,10,369,790109.0,2
3779,25,20,42820.0,0
3780,3,1060,12319439.0,5
3781,12,106,440360.0,0
3782,163,6,65128.0,6
3783,12,40,26851.0,0
3784,9,87,76076.0,0
3785,15,137,99181.0,0
3786,48,11,21042.0,0
3787,20,83,248779.0,0
3788,54,30,74205.0,0
3789,9,46,97789.0,0
3790,2,72,155533.0,0
3791,20,33,110200.0,0
3792,362,6,18656.0,1
3793,360,9,46602.0,1
3794,5,21,129799.0,0
3795,15,49,111240.0,0
3796,2,260,465715.0,2
3797,2,392,315213.0,2
3798,14,14,37230.0,0
3799,54,9,27219.0,0
3800,47,13,24302.0,0
3801,180,3,8084.0,6
3802,9,75,126330.0,0
3803,27,9,18342.0,0
3804,25,26,68666.0,0
3805,270,25,23474.0,1
3806,50,144,82660.0,0
3807,495,2,-1199.0,1
3808,45,17,-21926.0,0
3809,26,6,25926.0,0
3810,16,42,30599.0,0
3811,360,43,38054.0,1
3812,65,50,127033.0,0
3813,12,1,25632.0,0
3814,2,88,295511.0,0
3815,19,106,66667.0,0
3816,206,6,22664.0,6
3817,20,34,66002.0,0
3818,13,27,115861.0,0
3819,20,46,24248.0,0
3820,12,64,153889.0,0
3821,25,49,52998.0,0
3822,26,152,114667.0,0
3823,8,176,541255.0,0
3824,19,29,42548.0,0
3825,17,298,194425.0,0
3826,81,12,27628.0,6
3827,9,26,50087.0,0
3828,244,8,22712.0,1
3829,14,417,442293.0,2
3830,45,6,14358.0,0
3831,6,52,55165.0,0
3832,79,44,25201.0,6
3833,1,451,1389312.0,2
3834,237,29,24992.0,1
3835,8,36,147542.0,0
3836,19,214,195492.0,0
3837,102,23,156106.0,6
3838,10,252,322560.0,0
3839,3,200,185690.0,0
3840,12,167,276390.0,0
3841,4,215,542473.0,0
3842,86,50,123126.0,6
3843,9,83,51622.0,0
3844,10,270,486410.0,2
3845,15,55,250461.0,0
3846,20,13,20562.0,0
3847,240,9,18499.0,1
3848,3,565,709606.0,2
3849,53,12,43922.0,0
3850,15,63,40635.0,0
3851,9,59,30092.0,0
3852,18,236,145851.0,0
3853,8,582,520010.0,2
3854,11,140,293193.0,0
3855,18,319,565232.0,2
3856,58,100,50586.0,0
3857,76,14,40075.0,6
3858,183,3,68672.0,6
3859,6,78,111199.0,0
3860,79,77,28476.0,6
3861,10,4,9600.0,0
3862,22,27,159048.0,0
3863,9,33,68301.0,0
3864,15,50,117884.0,0
3865,20,315,270048.0,2
3866,83,5,10681.0,6
3867,6,124,254556.0,0
3868,174,26,59408.0,6
3869,2,39,68693.0,0
3870,9,72,161258.0,0
3871,9,297,279899.0,2
3872,20,24,37062.0,0
3873,32,35,70043.0,0
3874,78,7,15066.0,6
3875,87,5,73764.0,6
3876,120,40,96992.0,6
3877,403,8,14194.0,1
3878,2,169,372880.0,0
3879,15,54,116762.0,0
3880,10,7,14801.0,0
3881,10,92,206602.0,0
3882,142,53,107078.0,6
3883,23,8,22350.0,0
3884,9,239,544090.0,0
3885,9,270,599321.0,2
3886,9,50,163383.0,0
3887,17,22,13290.0,0
3888,18,93,293427.0,0
3889,12,82,239199.0,0
3890,20,23,89052.0,0
3891,10,161,368287.0,0
3892,142,45,25600.0,6
3893,26,90,222895.0,0
3894,15,43,90555.0,0
3895,5,18,103668.0,0
3896,10,117,255356.0,0
3897,2,15,40044.0,0
3898,12,68,434140.0,0
3899,198,11,26042.0,6
3900,20,61,158482.0,0
3901,18,115,392932.0,0
3902,2,228,240673.0,0
3903,81,27,93470.0,6
3904,2,720,2432157.0,2
3905,5,78,188788.0,0
3906,2,321,2147972.0,2
3907,264,16,37982.0,1
3908,55,30,226647.0,0
3909,25,11,24248.0,0
3910,16,119,322243.0,0
3911,50,15,32961.0,0
3912,20,130,406613.0,0
3913,8,286,704126.0,2
3914,9,258,560430.0,2
3915,360,19,35218.0,1
3916,12,46,101088.0,0
3917,143,18,33760.0,6
3918,142,15,37494.0,6
3919,103,35,116128.0,6
3920,13,126,312715.0,0
3921,237,19,39956.0,1
3922,265,8,17985.0,1
3923,11,146,305113.0,0
3924,46,24,47314.0,0
3925,9,80,245808.0,0
3926,9,55,106784.0,0
3927,174,31,110221.0,6
3928,5,108,224981.0,0
3929,5,394,1226964.0,2
3930,75,5,22980.0,6
3931,14,35,31905.0,0
3932,173,7,14389.0,6
3933,20,23,52949.0,0
3934,50,29,65645.0,0
3935,321,10,19482.0,1
3936,205,1,39552.0,6
3937,9,254,706483.0,2
3938,234,6,16279.0,1
3939,9,278,665927.0,2
3940,27,50,153292.0,0
3941,11,120,305960.0,0
3942,45,10,363126.0,0
3943,59,45,114791.0,0
3944,16,198,443115.0,0
3945,20,67,141420.0,0
3946,5,168,358137.0,0
3947,4,220,717407.0,2
3948,12,83,105655.0,0
3949,373,18,34924.0,1
3950,39,35,92279.0,0
3951,54,43,94571.0,0
3952,3,690,1741880.0,2
3953,37,26,45730.0,0
3954,59,10,20859.0,0
3955,17,99,241336.0,0
3956,10,48,328133.0,0
3957,19,15,40499.0,0
3958,4,136,415866.0,0
3959,235,8,11351.0,1
3960,121,2,6396.0,6
3961,169,35,83694.0,6
3962,6,190,376828.0,0
3963,363,1,18048.0,1
3964,1,93,273660.0,0
3965,2,741,724309.0,2
3966,13,412,449940.0,2
3967,20,94,126491.0,0
3968,22,25,40530.0,0
3969,9,19,87961.0,0
3970,266,1,1800.0,1
3971,51,75,101270.0,0
3972,13,57,43617.0,0
3973,20,21,34882.0,0
3974,9,105,281793.0,0
3975,9,313,485764.0,2
3976,17,38,127685.0,0
3977,57,53,42435.0,0
3978,20,53,21215.0,0
3979,11,157,151230.0,0
3980,138,3,8400.0,6
3981,25,194,93980.0,0
3982,22,84,84891.0,0
3983,13,12,20827.0,0
3984,16,67,46934.0,0
3985,54,13,16780.0,0
3986,86,72,36660.0,6
3987,18,134,240653.0,0
3988,103,4,119191.0,6
3989,17,14,27096.0,0
3990,10,190,242911.0,0
3991,31,10,12933.0,0
3992,26,58,46409.0,0
3993,180,46,54095.0,6
3994,19,82,78482.0,0
3995,14,111,100470.0,0
3996,16,410,398166.0,2
3997,9,103,159222.0,0
3998,83,147,160585.0,6
3999,82,10,59569.0,6
4000,20,43,93687.0,0
4001,12,63,614411.0,0
4002,5,871,957706.0,2
4003,20,141,92923.0,0
4004,10,378,210536.0,2
4005,10,17,5190.0,0
4006,5,33,42564.0,0
4007,81,49,425313.0,6
4008,44,5,-2624.0,0
4009,53,13,57648.0,0
4010,6,220,261362.0,0
4011,14,78,142742.0,0
4012,299,30,109640.0,1
4013,3,23,44025.0,0
4014,9,2,4116.0,0
4015,50,61,25546.0,0
4016,3,61,53399.0,0
4017,50,23,14644.0,0
4018,10,171,180694.0,0
4019,11,136,315141.0,0
4020,50,56,45910.0,0
4021,2,7970,5152099.0,3
4022,18,35,24489.0,0
4023,111,5,8056.0,6
4024,46,51,113776.0,0
4025,19,26,69052.0,0
4026,18,312,616357.0,2
4027,20,24,14109.0,0
4028,14,15,35090.0,0
4029,373,17,28636.0,1
4030,6,17,191145.0,0
4031,9,35,1379646.0,0
4032,6,199,676906.0,0
4033,18,25,21605.0,0
4034,369,58,29949.0,1
4035,4,223,296582.0,0
4036,324,11,38352.0,1
4037,10,148,461480.0,0
4038,11,102,102530.0,0
4039,9,387,1317359.0,2
4040,143,10,43183.0,6
4041,9,80,151351.0,0
4042,16,40,48614.0,0
4043,3,280,256333.0,0
4044,205,10,24648.0,6
4045,14,45,208264.0,0
4046,14,47,76464.0,0
4047,173,12,29911.0,6
4048,50,26,58412.0,0
4049,174,6,20151.0,6
4050,367,26,63664.0,1
4051,18,8,15741.0,0
